run_id,provenance_level,protocol_group,protocol_status,status,model_name,model_path,model_revision,num_layers,method,adapter_enabled,adapter_path,adapter_hash,benchmark,task,split,context_length,n_planned,n_valid,seed,resume_j,j_fraction,selector,topk,chunk_size,metric,score,score_scale,stderr,ci95_low,ci95_high,code_commit,run_date,gpu,config_path,predictions_path,scorer_output_path,log_path,source_summary_path,source_disk,notes
ruler/qcmem_0p6b_adapter_n100/niah_multikey_1/32k,A,qcmem_adapter033L_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,True,outputs/qcmem_distill_0p6b_j9_r32/final,95301001da23,RULER,niah_multikey_1,,32k,,100,,9,0.321,bm25,12,512,string_match,37.0,0-100,,,,,2026-07-15,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_multikey/niah_multikey_1_32k.json,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_multikey/niah_multikey_1_32k.csv,,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_multikey/niah_multikey_1_32k.json,diskB,
ruler/qcmem_0p6b_adapter_n100/niah_multikey_1/8k,A,qcmem_adapter033L_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,True,outputs/qcmem_distill_0p6b_j9_r32/final,95301001da23,RULER,niah_multikey_1,,8k,,100,,9,0.321,bm25,12,512,string_match,33.0,0-100,,,,,2026-07-15,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_multikey/niah_multikey_1_8k.json,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_multikey/niah_multikey_1_8k.csv,,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_multikey/niah_multikey_1_8k.json,diskB,
ruler/qcmem_0p6b_adapter_n100/niah_single_2/16k,A,qcmem_adapter033L_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,True,outputs/qcmem_distill_0p6b_j9_r32/final,95301001da23,RULER,niah_single_2,,16k,,100,,9,0.321,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-15,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_single/niah_single_2_16k.json,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_single/niah_single_2_16k.csv,,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_single/niah_single_2_16k.json,diskB,
ruler/qcmem_0p6b_adapter_n100/niah_single_2/32k,A,qcmem_adapter033L_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,True,outputs/qcmem_distill_0p6b_j9_r32/final,95301001da23,RULER,niah_single_2,,32k,,100,,9,0.321,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-15,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_single/niah_single_2_32k.json,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_single/niah_single_2_32k.csv,,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_single/niah_single_2_32k.json,diskB,
ruler/qcmem_0p6b_adapter_n100/niah_single_2/8k,A,qcmem_adapter033L_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,True,outputs/qcmem_distill_0p6b_j9_r32/final,95301001da23,RULER,niah_single_2,,8k,,100,,9,0.321,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-15,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_single/niah_single_2_8k.json,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_single/niah_single_2_8k.csv,,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_single/niah_single_2_8k.json,diskB,
ruler/qcmem_0p6b_adapter_n100/variable_tracking/16k,A,qcmem_adapter033L_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,True,outputs/qcmem_distill_0p6b_j9_r32/final,95301001da23,RULER,variable_tracking,,16k,,100,,9,0.321,iter_bm25,12,512,string_match,20.8,0-100,,,,,2026-07-15,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_vt/variable_tracking_16k.json,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_vt/variable_tracking_16k.csv,,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_vt/variable_tracking_16k.json,diskB,
ruler/qcmem_0p6b_adapter_n100/variable_tracking/32k,A,qcmem_adapter033L_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,True,outputs/qcmem_distill_0p6b_j9_r32/final,95301001da23,RULER,variable_tracking,,32k,,100,,9,0.321,iter_bm25,12,512,string_match,42.0,0-100,,,,,2026-07-15,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_vt/variable_tracking_32k.json,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_vt/variable_tracking_32k.csv,,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_vt/variable_tracking_32k.json,diskB,
ruler/qcmem_0p6b_adapter_n100/variable_tracking/8k,A,qcmem_adapter033L_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,True,outputs/qcmem_distill_0p6b_j9_r32/final,95301001da23,RULER,variable_tracking,,8k,,100,,9,0.321,iter_bm25,12,512,string_match,56.0,0-100,,,,,2026-07-15,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_vt/variable_tracking_8k.json,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_vt/variable_tracking_8k.csv,,,ruler_results/qcmem_0p6b_adapter_n100/0p6b_ad_vt/variable_tracking_8k.json,diskB,
ruler/qcmem_0p6b_balancej2_n100/niah_multikey_1/16k,A,qcmem_zs_recalloptimal_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_multikey_1,,16k,,100,,2,0.071,bm25,12,512,string_match,87.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n100/niah_multi_16k/niah_multikey_1_16k.json,ruler_results/qcmem_0p6b_balancej2_n100/niah_multi_16k/niah_multikey_1_16k.csv,,,ruler_results/qcmem_0p6b_balancej2_n100/niah_multi_16k/niah_multikey_1_16k.json,diskB,
ruler/qcmem_0p6b_balancej2_n100/niah_multikey_1/32k,A,qcmem_zs_recalloptimal_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_multikey_1,,32k,,100,,2,0.071,bm25,12,512,string_match,88.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n100/niah_multi_32k/niah_multikey_1_32k.json,ruler_results/qcmem_0p6b_balancej2_n100/niah_multi_32k/niah_multikey_1_32k.csv,,,ruler_results/qcmem_0p6b_balancej2_n100/niah_multi_32k/niah_multikey_1_32k.json,diskB,
ruler/qcmem_0p6b_balancej2_n100/niah_multikey_1/8k,A,qcmem_zs_recalloptimal_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_multikey_1,,8k,,100,,2,0.071,bm25,12,512,string_match,87.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n100/niah_multi_8k/niah_multikey_1_8k.json,ruler_results/qcmem_0p6b_balancej2_n100/niah_multi_8k/niah_multikey_1_8k.csv,,,ruler_results/qcmem_0p6b_balancej2_n100/niah_multi_8k/niah_multikey_1_8k.json,diskB,
ruler/qcmem_0p6b_balancej2_n100/niah_single_2/16k,A,qcmem_zs_recalloptimal_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_single_2,,16k,,100,,2,0.071,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n100/niah_single_16k/niah_single_2_16k.json,ruler_results/qcmem_0p6b_balancej2_n100/niah_single_16k/niah_single_2_16k.csv,,,ruler_results/qcmem_0p6b_balancej2_n100/niah_single_16k/niah_single_2_16k.json,diskB,
ruler/qcmem_0p6b_balancej2_n100/niah_single_2/32k,A,qcmem_zs_recalloptimal_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_single_2,,32k,,100,,2,0.071,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n100/niah_single_32k/niah_single_2_32k.json,ruler_results/qcmem_0p6b_balancej2_n100/niah_single_32k/niah_single_2_32k.csv,,,ruler_results/qcmem_0p6b_balancej2_n100/niah_single_32k/niah_single_2_32k.json,diskB,
ruler/qcmem_0p6b_balancej2_n100/niah_single_2/8k,A,qcmem_zs_recalloptimal_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_single_2,,8k,,100,,2,0.071,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n100/niah_single_8k/niah_single_2_8k.json,ruler_results/qcmem_0p6b_balancej2_n100/niah_single_8k/niah_single_2_8k.csv,,,ruler_results/qcmem_0p6b_balancej2_n100/niah_single_8k/niah_single_2_8k.json,diskB,
ruler/qcmem_0p6b_balancej2_n100/variable_tracking/16k,A,qcmem_zs_recalloptimal_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,variable_tracking,,16k,,100,,2,0.071,iter_bm25,12,512,string_match,24.6,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n100/vt_16k/variable_tracking_16k.json,ruler_results/qcmem_0p6b_balancej2_n100/vt_16k/variable_tracking_16k.csv,,,ruler_results/qcmem_0p6b_balancej2_n100/vt_16k/variable_tracking_16k.json,diskB,
ruler/qcmem_0p6b_balancej2_n100/variable_tracking/32k,A,qcmem_zs_recalloptimal_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,variable_tracking,,32k,,100,,2,0.071,iter_bm25,12,512,string_match,70.2,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n100/vt_32k/variable_tracking_32k.json,ruler_results/qcmem_0p6b_balancej2_n100/vt_32k/variable_tracking_32k.csv,,,ruler_results/qcmem_0p6b_balancej2_n100/vt_32k/variable_tracking_32k.json,diskB,
ruler/qcmem_0p6b_balancej2_n100/variable_tracking/8k,A,qcmem_zs_recalloptimal_n100,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,variable_tracking,,8k,,100,,2,0.071,iter_bm25,12,512,string_match,27.6,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n100/vt_8k/variable_tracking_8k.json,ruler_results/qcmem_0p6b_balancej2_n100/vt_8k/variable_tracking_8k.csv,,,ruler_results/qcmem_0p6b_balancej2_n100/vt_8k/variable_tracking_8k.json,diskB,
ruler/qcmem_0p6b_balancej2_n500/niah_multikey_1/16k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_multikey_1,,16k,,500,,2,0.071,bm25,12,512,string_match,84.4,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n500/niah_multi_16k/niah_multikey_1_16k.json,ruler_results/qcmem_0p6b_balancej2_n500/niah_multi_16k/niah_multikey_1_16k.csv,,,ruler_results/qcmem_0p6b_balancej2_n500/niah_multi_16k/niah_multikey_1_16k.json,diskB,
ruler/qcmem_0p6b_balancej2_n500/niah_multikey_1/32k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_multikey_1,,32k,,500,,2,0.071,bm25,12,512,string_match,82.4,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n500/niah_multi_32k/niah_multikey_1_32k.json,ruler_results/qcmem_0p6b_balancej2_n500/niah_multi_32k/niah_multikey_1_32k.csv,,,ruler_results/qcmem_0p6b_balancej2_n500/niah_multi_32k/niah_multikey_1_32k.json,diskB,
ruler/qcmem_0p6b_balancej2_n500/niah_multikey_1/8k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_multikey_1,,8k,,500,,2,0.071,bm25,12,512,string_match,85.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n500/niah_multi_8k/niah_multikey_1_8k.json,ruler_results/qcmem_0p6b_balancej2_n500/niah_multi_8k/niah_multikey_1_8k.csv,,,ruler_results/qcmem_0p6b_balancej2_n500/niah_multi_8k/niah_multikey_1_8k.json,diskB,
ruler/qcmem_0p6b_balancej2_n500/niah_single_2/16k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_single_2,,16k,,500,,2,0.071,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n500/niah_single_16k/niah_single_2_16k.json,ruler_results/qcmem_0p6b_balancej2_n500/niah_single_16k/niah_single_2_16k.csv,,,ruler_results/qcmem_0p6b_balancej2_n500/niah_single_16k/niah_single_2_16k.json,diskB,
ruler/qcmem_0p6b_balancej2_n500/niah_single_2/32k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_single_2,,32k,,500,,2,0.071,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n500/niah_single_32k/niah_single_2_32k.json,ruler_results/qcmem_0p6b_balancej2_n500/niah_single_32k/niah_single_2_32k.csv,,,ruler_results/qcmem_0p6b_balancej2_n500/niah_single_32k/niah_single_2_32k.json,diskB,
ruler/qcmem_0p6b_balancej2_n500/niah_single_2/8k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_single_2,,8k,,500,,2,0.071,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n500/niah_single_8k/niah_single_2_8k.json,ruler_results/qcmem_0p6b_balancej2_n500/niah_single_8k/niah_single_2_8k.csv,,,ruler_results/qcmem_0p6b_balancej2_n500/niah_single_8k/niah_single_2_8k.json,diskB,
ruler/qcmem_0p6b_balancej2_n500/variable_tracking/16k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,variable_tracking,,16k,,500,,2,0.071,iter_bm25,12,512,string_match,60.08,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n500/vt_16k/variable_tracking_16k.json,ruler_results/qcmem_0p6b_balancej2_n500/vt_16k/variable_tracking_16k.csv,,,ruler_results/qcmem_0p6b_balancej2_n500/vt_16k/variable_tracking_16k.json,diskB,
ruler/qcmem_0p6b_balancej2_n500/variable_tracking/32k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,variable_tracking,,32k,,500,,2,0.071,iter_bm25,12,512,string_match,82.08,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n500/vt_32k/variable_tracking_32k.json,ruler_results/qcmem_0p6b_balancej2_n500/vt_32k/variable_tracking_32k.csv,,,ruler_results/qcmem_0p6b_balancej2_n500/vt_32k/variable_tracking_32k.json,diskB,
ruler/qcmem_0p6b_balancej2_n500/variable_tracking/8k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,variable_tracking,,8k,,500,,2,0.071,iter_bm25,12,512,string_match,58.24,0-100,,,,,2026-07-16,,ruler_results/qcmem_0p6b_balancej2_n500/vt_8k/variable_tracking_8k.json,ruler_results/qcmem_0p6b_balancej2_n500/vt_8k/variable_tracking_8k.csv,,,ruler_results/qcmem_0p6b_balancej2_n500/vt_8k/variable_tracking_8k.json,diskB,
ruler/qcmem_0p6b_j3_n500/niah_multikey_1/16k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_multikey_1,,16k,,1500,,3,0.107,bm25,12,512,string_match,29.93,0-100,,,,,2026-07-14,,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_multikey/niah_multikey_1_16k.json,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_multikey/niah_multikey_1_16k.csv,,,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_multikey/niah_multikey_1_16k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_0p6b_j3_n500/niah_multikey_1/32k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_multikey_1,,32k,,1500,,3,0.107,bm25,12,512,string_match,27.53,0-100,,,,,2026-07-14,,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_multikey/niah_multikey_1_32k.json,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_multikey/niah_multikey_1_32k.csv,,,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_multikey/niah_multikey_1_32k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_0p6b_j3_n500/niah_multikey_1/8k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_multikey_1,,8k,,1500,,3,0.107,bm25,12,512,string_match,41.8,0-100,,,,,2026-07-14,,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_multikey/niah_multikey_1_8k.json,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_multikey/niah_multikey_1_8k.csv,,,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_multikey/niah_multikey_1_8k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_0p6b_j3_n500/niah_single_2/16k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_single_2,,16k,,1500,,3,0.107,bm25,12,512,string_match,37.47,0-100,,,,,2026-07-14,,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_single/niah_single_2_16k.json,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_single/niah_single_2_16k.csv,,,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_single/niah_single_2_16k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_0p6b_j3_n500/niah_single_2/32k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_single_2,,32k,,1500,,3,0.107,bm25,12,512,string_match,56.67,0-100,,,,,2026-07-14,,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_single/niah_single_2_32k.json,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_single/niah_single_2_32k.csv,,,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_single/niah_single_2_32k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_0p6b_j3_n500/niah_single_2/8k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_single_2,,8k,,1500,,3,0.107,bm25,12,512,string_match,73.67,0-100,,,,,2026-07-14,,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_single/niah_single_2_8k.json,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_single/niah_single_2_8k.csv,,,ruler_results/qcmem_0p6b_j3_n500/0p6b_j3_single/niah_single_2_8k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_0p6b_j4_n500/niah_single_2/16k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_single_2,,16k,,500,,4,0.143,bm25,12,512,string_match,5.6,0-100,,,,,2026-07-14,,ruler_results/qcmem_0p6b_j4_n500/0p6b_j4_single/niah_single_2_16k.json,ruler_results/qcmem_0p6b_j4_n500/0p6b_j4_single/niah_single_2_16k.csv,,,ruler_results/qcmem_0p6b_j4_n500/0p6b_j4_single/niah_single_2_16k.json,diskB,
ruler/qcmem_0p6b_j4_n500/niah_single_2/32k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_single_2,,32k,,500,,4,0.143,bm25,12,512,string_match,9.6,0-100,,,,,2026-07-14,,ruler_results/qcmem_0p6b_j4_n500/0p6b_j4_single/niah_single_2_32k.json,ruler_results/qcmem_0p6b_j4_n500/0p6b_j4_single/niah_single_2_32k.csv,,,ruler_results/qcmem_0p6b_j4_n500/0p6b_j4_single/niah_single_2_32k.json,diskB,
ruler/qcmem_0p6b_j4_n500/niah_single_2/8k,A,qcmem_zs_recalloptimal_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_single_2,,8k,,500,,4,0.143,bm25,12,512,string_match,14.2,0-100,,,,,2026-07-14,,ruler_results/qcmem_0p6b_j4_n500/0p6b_j4_single/niah_single_2_8k.json,ruler_results/qcmem_0p6b_j4_n500/0p6b_j4_single/niah_single_2_8k.csv,,,ruler_results/qcmem_0p6b_j4_n500/0p6b_j4_single/niah_single_2_8k.json,diskB,
ruler/qcmem_0p6b_j5_n500/niah_single_2/16k,A,qcmem_zs_readoutsafe_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_single_2,,16k,,500,,5,0.179,bm25,12,512,string_match,17.8,0-100,,,,,2026-07-14,,ruler_results/qcmem_0p6b_j5_n500/0p6b_j5_single/niah_single_2_16k.json,ruler_results/qcmem_0p6b_j5_n500/0p6b_j5_single/niah_single_2_16k.csv,,,ruler_results/qcmem_0p6b_j5_n500/0p6b_j5_single/niah_single_2_16k.json,diskB,
ruler/qcmem_0p6b_j5_n500/niah_single_2/32k,A,qcmem_zs_readoutsafe_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_single_2,,32k,,500,,5,0.179,bm25,12,512,string_match,10.6,0-100,,,,,2026-07-14,,ruler_results/qcmem_0p6b_j5_n500/0p6b_j5_single/niah_single_2_32k.json,ruler_results/qcmem_0p6b_j5_n500/0p6b_j5_single/niah_single_2_32k.csv,,,ruler_results/qcmem_0p6b_j5_n500/0p6b_j5_single/niah_single_2_32k.json,diskB,
ruler/qcmem_0p6b_j5_n500/niah_single_2/8k,A,qcmem_zs_readoutsafe_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_single_2,,8k,,500,,5,0.179,bm25,12,512,string_match,24.4,0-100,,,,,2026-07-14,,ruler_results/qcmem_0p6b_j5_n500/0p6b_j5_single/niah_single_2_8k.json,ruler_results/qcmem_0p6b_j5_n500/0p6b_j5_single/niah_single_2_8k.csv,,,ruler_results/qcmem_0p6b_j5_n500/0p6b_j5_single/niah_single_2_8k.json,diskB,
ruler/qcmem_0p6b_j7_n500/niah_multikey_1/16k,A,qcmem_zs_readoutsafe_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_multikey_1,,16k,,500,,7,0.25,bm25,12,512,string_match,5.4,0-100,,,,,2026-07-14,,ruler_results/qcmem_0p6b_j7_n500/0p6b_j7_multikey/niah_multikey_1_16k.json,ruler_results/qcmem_0p6b_j7_n500/0p6b_j7_multikey/niah_multikey_1_16k.csv,,,ruler_results/qcmem_0p6b_j7_n500/0p6b_j7_multikey/niah_multikey_1_16k.json,diskB,
ruler/qcmem_0p6b_j7_n500/niah_multikey_1/32k,A,qcmem_zs_readoutsafe_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_multikey_1,,32k,,500,,7,0.25,bm25,12,512,string_match,4.6,0-100,,,,,2026-07-14,,ruler_results/qcmem_0p6b_j7_n500/0p6b_j7_multikey/niah_multikey_1_32k.json,ruler_results/qcmem_0p6b_j7_n500/0p6b_j7_multikey/niah_multikey_1_32k.csv,,,ruler_results/qcmem_0p6b_j7_n500/0p6b_j7_multikey/niah_multikey_1_32k.json,diskB,
ruler/qcmem_0p6b_j7_n500/niah_multikey_1/8k,A,qcmem_zs_readoutsafe_n500,,complete,Qwen3-0.6B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-0.6b,,28,qcmem,False,,,RULER,niah_multikey_1,,8k,,500,,7,0.25,bm25,12,512,string_match,6.8,0-100,,,,,2026-07-14,,ruler_results/qcmem_0p6b_j7_n500/0p6b_j7_multikey/niah_multikey_1_8k.json,ruler_results/qcmem_0p6b_j7_n500/0p6b_j7_multikey/niah_multikey_1_8k.csv,,,ruler_results/qcmem_0p6b_j7_n500/0p6b_j7_multikey/niah_multikey_1_8k.json,diskB,
