family,rung,task,arm_dir,tokenizer,regime,n,interface,null_name,acc,null,delta_pp,ci95_lo_pp,ci95_hi_pp,ci95_half_width_pp,boot_p,mcnemar_p,verdict,could_have_detected_mmlu_effect,modal_pred_share,exact_tie_rate
llama2_7b,k8,mmlu_pro,llama2_7b_k8,llama2_7b,eval_time_truncation_no_heal,12032,letter,best_constant_A,0.107463,0.116606,-0.9142,-1.6456,-0.1745,0.7355,0.0168,0.014676693320314542,BELOW the floor,True,0.291223,0.001413
llama2_7b,k8,mmlu_pro,llama2_7b_k8,llama2_7b,eval_time_truncation_no_heal,12032,content_raw,longest_split,0.087434,0.191402,-10.3968,-11.2439,-9.543,0.8504,0.0001,,BELOW the floor,True,0.115941,0.000831
llama2_7b,k8,mmlu_pro,llama2_7b_k8,llama2_7b,eval_time_truncation_no_heal,12032,content_raw,longest_first,0.087434,0.19631,-10.8876,-11.8185,-9.9568,0.9309,0.0001,1.4711125008571761e-114,BELOW the floor,True,0.115941,0.000831
llama2_7b,k8,mmlu_pro,llama2_7b_k8,llama2_7b,eval_time_truncation_no_heal,12032,content_raw,longest_last,0.087434,0.187749,-10.0316,-10.9458,-9.1257,0.9101,0.0001,5.099051054314606e-101,BELOW the floor,True,0.115941,0.000831
llama2_7b,k8,mmlu_pro,llama2_7b_k8,llama2_7b,eval_time_truncation_no_heal,12032,content_raw,longest_credit,0.087434,0.439578,-35.2144,-36.3281,-34.0924,1.1179,0.0001,0.0,BELOW the floor,True,0.115941,0.000831
llama2_7b,k8,mmlu_pro,llama2_7b_k8,llama2_7b,eval_time_truncation_no_heal,12032,content_raw,longest_wrong,0.087434,0.133311,-4.5878,-5.4108,-3.7483,0.8312,0.0001,7.352951697215695e-27,BELOW the floor,True,0.115941,0.000831
llama2_7b,k8,mmlu_pro,llama2_7b_k8,llama2_7b,eval_time_truncation_no_heal,12032,content_norm,longest_split,0.080369,0.191402,-11.1033,-11.8621,-10.3347,0.7637,0.0001,,BELOW the floor,True,0.115941,0.000249
llama2_7b,k8,mmlu_pro,llama2_7b_k8,llama2_7b,eval_time_truncation_no_heal,12032,content_norm,longest_first,0.080369,0.19631,-11.5941,-12.4501,-10.7463,0.8519,0.0001,1.2869350457647425e-155,BELOW the floor,True,0.115941,0.000249
llama2_7b,k8,mmlu_pro,llama2_7b_k8,llama2_7b,eval_time_truncation_no_heal,12032,content_norm,longest_last,0.080369,0.187749,-10.738,-11.5691,-9.9069,0.8311,0.0001,1.2146791307612442e-137,BELOW the floor,True,0.115941,0.000249
llama2_7b,k8,mmlu_pro,llama2_7b_k8,llama2_7b,eval_time_truncation_no_heal,12032,content_norm,longest_credit,0.080369,0.439578,-35.9209,-36.9182,-34.9069,1.0057,0.0001,0.0,BELOW the floor,True,0.115941,0.000249
llama2_7b,k8,mmlu_pro,llama2_7b_k8,llama2_7b,eval_time_truncation_no_heal,12032,content_norm,longest_wrong,0.080369,0.133311,-5.2942,-6.0755,-4.5213,0.7771,0.0001,2.291305176543682e-41,BELOW the floor,True,0.115941,0.000249
llama3_8b,base,mmlu_pro,llama3_8b_base,llama3_8b,eval_time_truncation_no_heal,12032,letter,best_constant_A,0.329205,0.116606,21.26,20.3125,22.2074,0.9475,0.0001,0.0,above the floor,True,0.297374,0.110705
llama3_8b,base,mmlu_pro,llama3_8b_base,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_split,0.204704,0.192813,1.1891,0.1878,2.1875,0.9999,0.019,,above the floor,True,0.11378,0.007563
llama3_8b,base,mmlu_pro,llama3_8b_base,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_first,0.204704,0.195229,0.9475,-0.1164,2.0196,1.068,0.084,0.08874532627753291,AT the floor (n.s.),True,0.11378,0.007563
llama3_8b,base,mmlu_pro,llama3_8b_base,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_last,0.204704,0.190991,1.3713,0.2826,2.4435,1.0805,0.0121,0.013401650378072866,above the floor,True,0.11378,0.007563
llama3_8b,base,mmlu_pro,llama3_8b_base,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_credit,0.204704,0.531998,-32.7294,-33.9594,-31.4661,1.2467,0.0001,0.0,BELOW the floor,True,0.11378,0.007563
llama3_8b,base,mmlu_pro,llama3_8b_base,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_wrong,0.204704,0.125748,7.8956,6.89,8.8765,0.9933,0.0001,2.6303875877916656e-53,above the floor,True,0.11378,0.007563
llama3_8b,base,mmlu_pro,llama3_8b_base,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_split,0.21609,0.192813,2.3277,1.4466,3.2181,0.8857,0.0001,,above the floor,True,0.113863,0.006483
llama3_8b,base,mmlu_pro,llama3_8b_base,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_first,0.21609,0.195229,2.0861,1.122,3.0751,0.9766,0.0001,3.471191519934296e-05,above the floor,True,0.113863,0.006483
llama3_8b,base,mmlu_pro,llama3_8b_base,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_last,0.21609,0.190991,2.51,1.5293,3.4824,0.9766,0.0001,5.898440606061518e-07,above the floor,True,0.113863,0.006483
llama3_8b,base,mmlu_pro,llama3_8b_base,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_credit,0.21609,0.531998,-31.5908,-32.6878,-30.4854,1.1012,0.0001,0.0,BELOW the floor,True,0.113863,0.006483
llama3_8b,base,mmlu_pro,llama3_8b_base,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_wrong,0.21609,0.125748,9.0342,8.1283,9.9235,0.8976,0.0001,6.181827713607516e-83,above the floor,True,0.113863,0.006483
llama3_8b,k14,mmlu_pro,llama3_8b_k14,llama3_8b,eval_time_truncation_no_heal,12032,letter,best_constant_A,0.114694,0.116606,-0.1912,-1.0306,0.6734,0.852,0.6631,0.6726457348194262,AT the floor (n.s.),True,0.627493,0.00266
llama3_8b,k14,mmlu_pro,llama3_8b_k14,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_split,0.098321,0.192813,-9.4492,-10.293,-8.5954,0.8488,0.0001,,BELOW the floor,True,0.11486,0.000499
llama3_8b,k14,mmlu_pro,llama3_8b_k14,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_first,0.098321,0.195229,-9.6908,-10.63,-8.7434,0.9433,0.0001,2.0760166277801794e-89,BELOW the floor,True,0.11486,0.000499
llama3_8b,k14,mmlu_pro,llama3_8b_k14,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_last,0.098321,0.190991,-9.267,-10.2061,-8.3361,0.935,0.0001,2.2151179001324307e-82,BELOW the floor,True,0.11486,0.000499
llama3_8b,k14,mmlu_pro,llama3_8b_k14,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_credit,0.098321,0.531998,-43.3677,-44.4733,-42.2207,1.1263,0.0001,0.0,BELOW the floor,True,0.11486,0.000499
llama3_8b,k14,mmlu_pro,llama3_8b_k14,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_wrong,0.098321,0.125748,-2.7427,-3.574,-1.9116,0.8312,0.0001,2.2385705414224723e-10,BELOW the floor,True,0.11486,0.000499
llama3_8b,k14,mmlu_pro,llama3_8b_k14,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_split,0.096908,0.192813,-9.5905,-10.3623,-8.7996,0.7813,0.0001,,BELOW the floor,True,0.114445,0.000499
llama3_8b,k14,mmlu_pro,llama3_8b_k14,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_first,0.096908,0.195229,-9.8321,-10.7214,-8.9511,0.8851,0.0001,1.1138060429627441e-103,BELOW the floor,True,0.114445,0.000499
llama3_8b,k14,mmlu_pro,llama3_8b_k14,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_last,0.096908,0.190991,-9.4082,-10.2809,-8.5189,0.881,0.0001,8.309172942332593e-96,BELOW the floor,True,0.114445,0.000499
llama3_8b,k14,mmlu_pro,llama3_8b_k14,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_credit,0.096908,0.531998,-43.509,-44.5315,-42.4535,1.039,0.0001,0.0,BELOW the floor,True,0.114445,0.000499
llama3_8b,k14,mmlu_pro,llama3_8b_k14,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_wrong,0.096908,0.125748,-2.884,-3.6818,-2.0861,0.7979,0.0001,1.4495738549154067e-12,BELOW the floor,True,0.114445,0.000499
llama3_8b,k12,mmlu_pro,llama3_8b_k12,llama3_8b,eval_time_truncation_no_heal,12032,letter,best_constant_A,0.111868,0.116606,-0.4737,-1.3217,0.3823,0.852,0.2847,0.2840799619039876,AT the floor (n.s.),True,0.33868,0.003075
llama3_8b,k12,mmlu_pro,llama3_8b_k12,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_split,0.096825,0.192813,-9.5988,-10.4447,-8.7448,0.85,0.0001,,BELOW the floor,True,0.114445,0.000582
llama3_8b,k12,mmlu_pro,llama3_8b_k12,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_first,0.096825,0.195229,-9.8404,-10.7796,-8.8846,0.9475,0.0001,3.425662533480409e-92,BELOW the floor,True,0.114445,0.000582
llama3_8b,k12,mmlu_pro,llama3_8b_k12,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_last,0.096825,0.190991,-9.4166,-10.3474,-8.4857,0.9309,0.0001,6.360098225231772e-86,BELOW the floor,True,0.114445,0.000582
llama3_8b,k12,mmlu_pro,llama3_8b_k12,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_credit,0.096825,0.531998,-43.5173,-44.6144,-42.387,1.1137,0.0001,0.0,BELOW the floor,True,0.114445,0.000582
llama3_8b,k12,mmlu_pro,llama3_8b_k12,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_wrong,0.096825,0.125748,-2.8923,-3.7234,-2.0529,0.8353,0.0001,1.885552965907243e-11,BELOW the floor,True,0.114445,0.000582
llama3_8b,k12,mmlu_pro,llama3_8b_k12,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_split,0.095994,0.192813,-9.6819,-10.4452,-8.9159,0.7647,0.0001,,BELOW the floor,True,0.114279,0.000748
llama3_8b,k12,mmlu_pro,llama3_8b_k12,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_first,0.095994,0.195229,-9.9235,-10.7962,-9.0509,0.8727,0.0001,5.664114187525116e-107,BELOW the floor,True,0.114279,0.000748
llama3_8b,k12,mmlu_pro,llama3_8b_k12,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_last,0.095994,0.190991,-9.4997,-10.364,-8.6187,0.8727,0.0001,2.8345811052824785e-99,BELOW the floor,True,0.114279,0.000748
llama3_8b,k12,mmlu_pro,llama3_8b_k12,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_credit,0.095994,0.531998,-43.6004,-44.6393,-42.5449,1.0472,0.0001,0.0,BELOW the floor,True,0.114279,0.000748
llama3_8b,k12,mmlu_pro,llama3_8b_k12,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_wrong,0.095994,0.125748,-2.9754,-3.7402,-2.1941,0.773,0.0001,1.6802827099353102e-13,BELOW the floor,True,0.114279,0.000748
llama3_8b,k10,mmlu_pro,llama3_8b_k10,llama3_8b,eval_time_truncation_no_heal,12032,letter,best_constant_A,0.111951,0.116606,-0.4654,-1.2882,0.3657,0.827,0.2885,0.2753249863190751,AT the floor (n.s.),True,0.757646,0.000831
llama3_8b,k10,mmlu_pro,llama3_8b_k10,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_split,0.097158,0.192813,-9.5656,-10.4114,-8.736,0.8377,0.0001,,BELOW the floor,True,0.11245,0.000499
llama3_8b,k10,mmlu_pro,llama3_8b_k10,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_first,0.097158,0.195229,-9.8072,-10.7547,-8.8846,0.935,0.0001,1.1179161754583369e-91,BELOW the floor,True,0.11245,0.000499
llama3_8b,k10,mmlu_pro,llama3_8b_k10,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_last,0.097158,0.190991,-9.3833,-10.3308,-8.4855,0.9226,0.0001,5.180277674773685e-85,BELOW the floor,True,0.11245,0.000499
llama3_8b,k10,mmlu_pro,llama3_8b_k10,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_credit,0.097158,0.531998,-43.484,-44.5894,-42.362,1.1137,0.0001,0.0,BELOW the floor,True,0.11245,0.000499
llama3_8b,k10,mmlu_pro,llama3_8b_k10,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_wrong,0.097158,0.125748,-2.859,-3.6985,-2.0279,0.8353,0.0001,3.3111010894264305e-11,BELOW the floor,True,0.11245,0.000499
llama3_8b,k10,mmlu_pro,llama3_8b_k10,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_split,0.102227,0.192813,-9.0586,-9.838,-8.2802,0.7789,0.0001,,BELOW the floor,True,0.112866,0.000332
llama3_8b,k10,mmlu_pro,llama3_8b_k10,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_first,0.102227,0.195229,-9.3002,-10.1729,-8.4275,0.8727,0.0001,2.808116800185781e-94,BELOW the floor,True,0.112866,0.000332
llama3_8b,k10,mmlu_pro,llama3_8b_k10,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_last,0.102227,0.190991,-8.8763,-9.7326,-8.0037,0.8645,0.0001,2.2889395156479036e-87,BELOW the floor,True,0.112866,0.000332
llama3_8b,k10,mmlu_pro,llama3_8b_k10,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_credit,0.102227,0.531998,-42.9771,-44.0076,-41.9215,1.0431,0.0001,0.0,BELOW the floor,True,0.112866,0.000332
llama3_8b,k10,mmlu_pro,llama3_8b_k10,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_wrong,0.102227,0.125748,-2.3521,-3.1333,-1.5708,0.7812,0.0001,6.141721442144192e-09,BELOW the floor,True,0.112866,0.000332
llama3_8b,k8,mmlu_pro,llama3_8b_k8,llama3_8b,eval_time_truncation_no_heal,12032,letter,best_constant_A,0.113531,0.116606,-0.3075,-0.7231,0.0914,0.4072,0.1296,0.14850259617217737,AT the floor (n.s.),True,0.775432,0.001579
llama3_8b,k8,mmlu_pro,llama3_8b_k8,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_split,0.098072,0.192813,-9.4742,-10.3179,-8.6208,0.8485,0.0001,,BELOW the floor,True,0.112284,8.3e-05
llama3_8b,k8,mmlu_pro,llama3_8b_k8,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_first,0.098072,0.195229,-9.7158,-10.6466,-8.7849,0.9309,0.0001,1.793800968812911e-89,BELOW the floor,True,0.112284,8.3e-05
llama3_8b,k8,mmlu_pro,llama3_8b_k8,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_last,0.098072,0.190991,-9.2919,-10.2227,-8.361,0.9309,0.0001,5.378222066150002e-83,BELOW the floor,True,0.112284,8.3e-05
llama3_8b,k8,mmlu_pro,llama3_8b_k8,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_credit,0.098072,0.531998,-43.3926,-44.4814,-42.254,1.1137,0.0001,0.0,BELOW the floor,True,0.112284,8.3e-05
llama3_8b,k8,mmlu_pro,llama3_8b_k8,llama3_8b,eval_time_truncation_no_heal,12032,content_raw,longest_wrong,0.098072,0.125748,-2.7676,-3.607,-1.9199,0.8436,0.0001,1.4978877323984688e-10,BELOW the floor,True,0.112284,8.3e-05
llama3_8b,k8,mmlu_pro,llama3_8b_k8,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_split,0.09882,0.192813,-9.3994,-10.1806,-8.6276,0.7765,0.0001,,BELOW the floor,True,0.113447,0.0
llama3_8b,k8,mmlu_pro,llama3_8b_k8,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_first,0.09882,0.195229,-9.641,-10.5136,-8.7766,0.8685,0.0001,2.134524727199974e-101,BELOW the floor,True,0.113447,0.0
llama3_8b,k8,mmlu_pro,llama3_8b_k8,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_last,0.09882,0.190991,-9.2171,-10.0898,-8.361,0.8644,0.0001,1.1180979325057118e-93,BELOW the floor,True,0.113447,0.0
llama3_8b,k8,mmlu_pro,llama3_8b_k8,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_credit,0.09882,0.531998,-43.3178,-44.3484,-42.2704,1.039,0.0001,0.0,BELOW the floor,True,0.113447,0.0
llama3_8b,k8,mmlu_pro,llama3_8b_k8,llama3_8b,eval_time_truncation_no_heal,12032,content_norm,longest_wrong,0.09882,0.125748,-2.6928,-3.4743,-1.9199,0.7772,0.0001,2.4053284087713408e-11,BELOW the floor,True,0.113447,0.0
qwen3_8b_base,base,mmlu_pro,qwen3_8b_base_base,qwen3_8b_base,eval_time_truncation_no_heal,12032,letter,best_constant_A,0.461104,0.116606,34.4498,33.4855,35.4222,0.9684,0.0001,0.0,above the floor,True,0.263464,0.134392
qwen3_8b_base,base,mmlu_pro,qwen3_8b_base_base,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_split,0.271941,0.196083,7.5859,6.4751,8.6797,1.1023,0.0001,,above the floor,True,0.112367,0.005818
qwen3_8b_base,base,mmlu_pro,qwen3_8b_base_base,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_first,0.271941,0.199634,7.2307,6.0588,8.386,1.1636,0.0001,4.036171149441573e-34,above the floor,True,0.112367,0.005818
qwen3_8b_base,base,mmlu_pro,qwen3_8b_base_base,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_last,0.271941,0.194648,7.7294,6.5573,8.8763,1.1595,0.0001,7.532508016663551e-39,above the floor,True,0.112367,0.005818
qwen3_8b_base,base,mmlu_pro,qwen3_8b_base_base,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_credit,0.271941,0.455203,-18.3261,-19.6227,-17.0628,1.2799,0.0001,1.4094215031748188e-168,BELOW the floor,True,0.112367,0.005818
qwen3_8b_base,base,mmlu_pro,qwen3_8b_base_base,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_wrong,0.271941,0.134309,13.7633,12.6579,14.8604,1.1012,0.0001,2.45239605921161e-131,above the floor,True,0.112367,0.005818
qwen3_8b_base,base,mmlu_pro,qwen3_8b_base_base,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_split,0.288314,0.196083,9.2232,8.2193,10.2197,1.0002,0.0001,,above the floor,True,0.113198,0.00374
qwen3_8b_base,base,mmlu_pro,qwen3_8b_base_base,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_first,0.288314,0.199634,8.868,7.7959,9.9404,1.0722,0.0001,1.1807382268976149e-59,above the floor,True,0.113198,0.00374
qwen3_8b_base,base,mmlu_pro,qwen3_8b_base_base,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_last,0.288314,0.194648,9.3667,8.2862,10.4141,1.0639,0.0001,3.759532917907841e-66,above the floor,True,0.113198,0.00374
qwen3_8b_base,base,mmlu_pro,qwen3_8b_base_base,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_credit,0.288314,0.455203,-16.6888,-17.8607,-15.5583,1.1512,0.0001,2.3645409267747814e-170,BELOW the floor,True,0.113198,0.00374
qwen3_8b_base,base,mmlu_pro,qwen3_8b_base_base,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_wrong,0.288314,0.134309,15.4006,14.37,16.4065,1.0182,0.0001,4.794190051695293e-190,above the floor,True,0.113198,0.00374
qwen3_8b_base,k14,mmlu_pro,qwen3_8b_base_k14,qwen3_8b_base,eval_time_truncation_no_heal,12032,letter,best_constant_A,0.118933,0.116606,0.2327,0.0416,0.4239,0.1912,0.0192,0.022154955980559166,above the floor,True,0.945645,0.001828
qwen3_8b_base,k14,mmlu_pro,qwen3_8b_base_k14,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_split,0.088348,0.196083,-10.7735,-11.6247,-9.9212,0.8518,0.0001,,BELOW the floor,True,0.113281,0.000416
qwen3_8b_base,k14,mmlu_pro,qwen3_8b_base_k14,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_first,0.088348,0.199634,-11.1287,-12.0763,-10.1895,0.9434,0.0001,7.729015129715015e-119,BELOW the floor,True,0.113281,0.000416
qwen3_8b_base,k14,mmlu_pro,qwen3_8b_base_k14,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_last,0.088348,0.194648,-10.63,-11.5608,-9.6991,0.9309,0.0001,1.0172575968220517e-109,BELOW the floor,True,0.113281,0.000416
qwen3_8b_base,k14,mmlu_pro,qwen3_8b_base_k14,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_credit,0.088348,0.455203,-36.6855,-37.8075,-35.5718,1.1179,0.0001,0.0,BELOW the floor,True,0.113281,0.000416
qwen3_8b_base,k14,mmlu_pro,qwen3_8b_base_k14,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_wrong,0.088348,0.134309,-4.5961,-5.4355,-3.7483,0.8436,0.0001,9.876621547387721e-27,BELOW the floor,True,0.113281,0.000416
qwen3_8b_base,k14,mmlu_pro,qwen3_8b_base_k14,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_split,0.079205,0.196083,-11.6877,-12.4647,-10.9165,0.7741,0.0001,,BELOW the floor,True,0.112035,0.000332
qwen3_8b_base,k14,mmlu_pro,qwen3_8b_base_k14,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_first,0.079205,0.199634,-12.0429,-12.8989,-11.1702,0.8644,0.0001,1.0454104494522544e-160,BELOW the floor,True,0.112035,0.000332
qwen3_8b_base,k14,mmlu_pro,qwen3_8b_base_k14,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_last,0.079205,0.194648,-11.5442,-12.4169,-10.7048,0.8561,0.0001,7.386620507070732e-150,BELOW the floor,True,0.112035,0.000332
qwen3_8b_base,k14,mmlu_pro,qwen3_8b_base_k14,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_credit,0.079205,0.455203,-37.5997,-38.6222,-36.5775,1.0224,0.0001,0.0,BELOW the floor,True,0.112035,0.000332
qwen3_8b_base,k14,mmlu_pro,qwen3_8b_base_k14,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_wrong,0.079205,0.134309,-5.5103,-6.2999,-4.7291,0.7854,0.0001,5.888225134284265e-43,BELOW the floor,True,0.112035,0.000332
qwen3_8b_base,k12,mmlu_pro,qwen3_8b_base_k12,qwen3_8b_base,eval_time_truncation_no_heal,12032,letter,best_constant_A,0.115027,0.116606,-0.1579,-0.5818,0.2743,0.428,0.4645,0.48973391626561336,AT the floor (n.s.),True,0.729721,0.006649
qwen3_8b_base,k12,mmlu_pro,qwen3_8b_base_k12,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_split,0.087932,0.196083,-10.815,-11.6745,-9.9605,0.857,0.0001,,BELOW the floor,True,0.112699,0.000332
qwen3_8b_base,k12,mmlu_pro,qwen3_8b_base_k12,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_first,0.087932,0.199634,-11.1702,-12.126,-10.2227,0.9516,0.0001,8.94920267573213e-120,BELOW the floor,True,0.112699,0.000332
qwen3_8b_base,k12,mmlu_pro,qwen3_8b_base_k12,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_last,0.087932,0.194648,-10.6715,-11.6107,-9.7407,0.935,0.0001,1.2776045757376891e-110,BELOW the floor,True,0.112699,0.000332
qwen3_8b_base,k12,mmlu_pro,qwen3_8b_base_k12,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_credit,0.087932,0.455203,-36.7271,-37.8657,-35.6051,1.1303,0.0001,0.0,BELOW the floor,True,0.112699,0.000332
qwen3_8b_base,k12,mmlu_pro,qwen3_8b_base_k12,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_wrong,0.087932,0.134309,-4.6376,-5.4937,-3.7899,0.8519,0.0001,3.0637117183474914e-27,BELOW the floor,True,0.112699,0.000332
qwen3_8b_base,k12,mmlu_pro,qwen3_8b_base_k12,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_split,0.089345,0.196083,-10.6737,-11.452,-9.8921,0.78,0.0001,,BELOW the floor,True,0.113531,8.3e-05
qwen3_8b_base,k12,mmlu_pro,qwen3_8b_base_k12,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_first,0.089345,0.199634,-11.0289,-11.9016,-10.1562,0.8727,0.0001,2.0686994851650176e-134,BELOW the floor,True,0.113531,8.3e-05
qwen3_8b_base,k12,mmlu_pro,qwen3_8b_base_k12,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_last,0.089345,0.194648,-10.5303,-11.3946,-9.6659,0.8644,0.0001,1.9883553695416406e-123,BELOW the floor,True,0.113531,8.3e-05
qwen3_8b_base,k12,mmlu_pro,qwen3_8b_base_k12,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_credit,0.089345,0.455203,-36.5858,-37.6164,-35.5635,1.0264,0.0001,0.0,BELOW the floor,True,0.113531,8.3e-05
qwen3_8b_base,k12,mmlu_pro,qwen3_8b_base_k12,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_wrong,0.089345,0.134309,-4.4963,-5.2859,-3.7068,0.7896,0.0001,9.582063827278905e-29,BELOW the floor,True,0.113531,8.3e-05
qwen3_8b_base,k10,mmlu_pro,qwen3_8b_base_k10,qwen3_8b_base,eval_time_truncation_no_heal,12032,letter,best_constant_A,0.118185,0.116606,0.1579,-0.0748,0.3906,0.2327,0.18719999999999998,0.21300055763510337,AT the floor (n.s.),True,0.918966,0.004322
qwen3_8b_base,k10,mmlu_pro,qwen3_8b_base_k10,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_split,0.093251,0.196083,-10.2831,-11.1508,-9.4239,0.8634,0.0001,,BELOW the floor,True,0.113364,0.000582
qwen3_8b_base,k10,mmlu_pro,qwen3_8b_base_k10,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_first,0.093251,0.199634,-10.6383,-11.5941,-9.6825,0.9558,0.0001,1.144898084168064e-106,BELOW the floor,True,0.113364,0.000582
qwen3_8b_base,k10,mmlu_pro,qwen3_8b_base_k10,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_last,0.093251,0.194648,-10.1396,-11.0788,-9.2088,0.935,0.0001,3.4571509685504014e-98,BELOW the floor,True,0.113364,0.000582
qwen3_8b_base,k10,mmlu_pro,qwen3_8b_base_k10,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_credit,0.093251,0.455203,-36.1951,-37.3255,-35.0812,1.1221,0.0001,0.0,BELOW the floor,True,0.113364,0.000582
qwen3_8b_base,k10,mmlu_pro,qwen3_8b_base_k10,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_wrong,0.093251,0.134309,-4.1057,-4.9537,-3.258,0.8478,0.0001,3.480589528242365e-21,BELOW the floor,True,0.113364,0.000582
qwen3_8b_base,k10,mmlu_pro,qwen3_8b_base_k10,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_split,0.100233,0.196083,-9.585,-10.3514,-8.8097,0.7708,0.0001,,BELOW the floor,True,0.114694,0.000416
